cust_no	gen_cd	age	mclf_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22to5
9990001439248	F	30	에스프레소 베리에이션	62.0	0.0	13.0	24.0	11.0	8.0	8.0	0.0
9990001439248	F	30	음료	2.0	0.0	13.0	24.0	11.0	8.0	8.0	0.0
9990021756145	F	20	에스프레소 베리에이션	296.0	0.0	333.0	4.0	5.0	6.0	2.0	0.0
9990021756145	F	20	음료	33.0	0.0	333.0	4.0	5.0	6.0	2.0	0.0
9990021756145	F	20	티 베리에이션	21.0	0.0	333.0	4.0	5.0	6.0	2.0	0.0
1000000021956	F	20	에스프레소 베리에이션	38.0	0.0	0.0	21.0	30.0	21.0	0.0	0.0
1000000021956	F	20	음료	31.0	0.0	0.0	21.0	30.0	21.0	0.0	0.0
1000000021956	F	20	티 베리에이션	3.0	0.0	0.0	21.0	30.0	21.0	0.0	0.0
1000000068124	F	20	에스프레소 베리에이션	16.0	0.0	0.0	12.0	3.0	2.0	0.0	0.0
1000000068124	F	20	음료	1.0	0.0	0.0	12.0	3.0	2.0	0.0	0.0
9990000764510	F	60	에스프레소 베리에이션	82.0	0.0	12.0	10.0	39.0	26.0	11.0	1.0
9990000764510	F	60	음료	17.0	0.0	12.0	10.0	39.0	26.0	11.0	1.0
9990028655239	M	30	에스프레소 베리에이션	666.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	133.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	10.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
1000000131146	M	40	에스프레소 베리에이션	101.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	음료	2.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000880474	M	30	에스프레소 베리에이션	67.0	0.0	7.0	25.0	30.0	5.0	8.0	0.0
1000000880474	M	30	음료	7.0	0.0	7.0	25.0	30.0	5.0	8.0	0.0
1000000880474	M	30	티 베리에이션	1.0	0.0	7.0	25.0	30.0	5.0	8.0	0.0
9990000069497	F	40	에스프레소 베리에이션	13.0	0.0	0.0	0.0	5.0	5.0	4.0	4.0
9990000069497	F	40	음료	3.0	0.0	0.0	0.0	5.0	5.0	4.0	4.0
9990000069497	F	40	티 베리에이션	2.0	0.0	0.0	0.0	5.0	5.0	4.0	4.0
9990007060351	F	20	에스프레소 베리에이션	48.0	0.0	3.0	1.0	2.0	20.0	34.0	1.0
9990007060351	F	20	음료	9.0	0.0	3.0	1.0	2.0	20.0	34.0	1.0
9990007060351	F	20	티 베리에이션	4.0	0.0	3.0	1.0	2.0	20.0	34.0	1.0
1000000554520	F	40	에스프레소 베리에이션	5.0	0.0	0.0	7.0	2.0	2.0	0.0	0.0
1000000554520	F	40	음료	2.0	0.0	0.0	7.0	2.0	2.0	0.0	0.0
1000000554520	F	40	티 베리에이션	4.0	0.0	0.0	7.0	2.0	2.0	0.0	0.0
1000000807541	M	50	에스프레소 베리에이션	71.0	0.0	14.0	30.0	14.0	2.0	16.0	0.0
1000000807541	M	50	음료	4.0	0.0	14.0	30.0	14.0	2.0	16.0	0.0
1000000807541	M	50	티 베리에이션	1.0	0.0	14.0	30.0	14.0	2.0	16.0	0.0
9990015096019	F	20	에스프레소 베리에이션	21.0	0.0	11.0	6.0	5.0	5.0	4.0	0.0
9990015096019	F	20	음료	8.0	0.0	11.0	6.0	5.0	5.0	4.0	0.0
9990015096019	F	20	티 베리에이션	2.0	0.0	11.0	6.0	5.0	5.0	4.0	0.0
9990003667142	F	20	에스프레소 베리에이션	8.0	0.0	1.0	2.0	5.0	7.0	2.0	0.0
9990003667142	F	20	음료	6.0	0.0	1.0	2.0	5.0	7.0	2.0	0.0
9990003667142	F	20	티 베리에이션	3.0	0.0	1.0	2.0	5.0	7.0	2.0	0.0
1000000368137	M	20	에스프레소 베리에이션	90.0	0.0	0.0	14.0	124.0	13.0	0.0	0.0
1000000368137	M	20	음료	9.0	0.0	0.0	14.0	124.0	13.0	0.0	0.0
1000000368137	M	20	티 베리에이션	52.0	0.0	0.0	14.0	124.0	13.0	0.0	0.0
9990007893117	F	20	에스프레소 베리에이션	16.0	0.0	0.0	5.0	10.0	5.0	4.0	0.0
9990007893117	F	20	음료	8.0	0.0	0.0	5.0	10.0	5.0	4.0	0.0
1000000032242	F	20	에스프레소 베리에이션	85.0	0.0	51.0	51.0	35.0	25.0	17.0	0.0
1000000032242	F	20	음료	51.0	0.0	51.0	51.0	35.0	25.0	17.0	0.0
1000000032242	F	20	티 베리에이션	43.0	0.0	51.0	51.0	35.0	25.0	17.0	0.0
9990003085185	F	40	에스프레소 베리에이션	54.0	0.0	5.0	9.0	7.0	36.0	6.0	0.0
9990003085185	F	40	음료	7.0	0.0	5.0	9.0	7.0	36.0	6.0	0.0
9990003085185	F	40	티 베리에이션	2.0	0.0	5.0	9.0	7.0	36.0	6.0	0.0
9990007736996	M	30	에스프레소 베리에이션	60.0	0.0	18.0	31.0	20.0	3.0	0.0	0.0
9990007736996	M	30	음료	7.0	0.0	18.0	31.0	20.0	3.0	0.0	0.0
9990007736996	M	30	티 베리에이션	5.0	0.0	18.0	31.0	20.0	3.0	0.0	0.0
9990010995802	F	20	에스프레소 베리에이션	14.0	0.0	3.0	11.0	5.0	1.0	4.0	0.0
9990010995802	F	20	음료	7.0	0.0	3.0	11.0	5.0	1.0	4.0	0.0
9990010995802	F	20	티 베리에이션	3.0	0.0	3.0	11.0	5.0	1.0	4.0	0.0
1000000212673	M	30	에스프레소 베리에이션	117.0	0.0	41.0	23.0	40.0	23.0	0.0	0.0
1000000212673	M	30	음료	9.0	0.0	41.0	23.0	40.0	23.0	0.0	0.0
1000000212673	M	30	티 베리에이션	1.0	0.0	41.0	23.0	40.0	23.0	0.0	0.0
1000001500720	M	50	에스프레소 베리에이션	148.0	0.0	0.0	4.0	31.0	70.0	50.0	0.0
1000001500720	M	50	음료	5.0	0.0	0.0	4.0	31.0	70.0	50.0	0.0
1000001500720	M	50	티 베리에이션	2.0	0.0	0.0	4.0	31.0	70.0	50.0	0.0
1000000164735	F	20	에스프레소 베리에이션	216.0	2.0	115.0	65.0	23.0	49.0	4.0	0.0
1000000164735	F	20	음료	28.0	2.0	115.0	65.0	23.0	49.0	4.0	0.0
1000000164735	F	20	티 베리에이션	14.0	2.0	115.0	65.0	23.0	49.0	4.0	0.0
1000001040727	F	50	에스프레소 베리에이션	120.0	0.0	30.0	8.0	62.0	22.0	9.0	0.0
1000001040727	F	50	음료	8.0	0.0	30.0	8.0	62.0	22.0	9.0	0.0
1000001040727	F	50	티 베리에이션	3.0	0.0	30.0	8.0	62.0	22.0	9.0	0.0
1000001109238	M	30	에스프레소 베리에이션	206.0	0.0	246.0	34.0	65.0	25.0	3.0	0.0
1000001109238	M	30	음료	15.0	0.0	246.0	34.0	65.0	25.0	3.0	0.0
1000001109238	M	30	티 베리에이션	152.0	0.0	246.0	34.0	65.0	25.0	3.0	0.0
1000001801877	F	20	에스프레소 베리에이션	65.0	0.0	0.0	10.0	46.0	10.0	2.0	0.0
1000001801877	F	20	음료	2.0	0.0	0.0	10.0	46.0	10.0	2.0	0.0
1000001801877	F	20	티 베리에이션	1.0	0.0	0.0	10.0	46.0	10.0	2.0	0.0
1000000530649	F	50	에스프레소 베리에이션	33.0	0.0	17.0	9.0	16.0	4.0	4.0	0.0
1000000530649	F	50	음료	7.0	0.0	17.0	9.0	16.0	4.0	4.0	0.0
1000000530649	F	50	티 베리에이션	10.0	0.0	17.0	9.0	16.0	4.0	4.0	0.0
9990004178886	F	30	에스프레소 베리에이션	26.0	45.0	18.0	18.0	11.0	5.0	0.0	0.0
9990004178886	F	30	음료	69.0	45.0	18.0	18.0	11.0	5.0	0.0	0.0
9990004178886	F	30	티 베리에이션	2.0	45.0	18.0	18.0	11.0	5.0	0.0	0.0
1000000120229	F	30	에스프레소 베리에이션	58.0	0.0	1.0	13.0	2.0	37.0	37.0	0.0
1000000120229	F	30	음료	11.0	0.0	1.0	13.0	2.0	37.0	37.0	0.0
1000000120229	F	30	티 베리에이션	21.0	0.0	1.0	13.0	2.0	37.0	37.0	0.0
1000000209387	M	40	에스프레소 베리에이션	41.0	0.0	0.0	6.0	29.0	10.0	1.0	0.0
1000000209387	M	40	음료	4.0	0.0	0.0	6.0	29.0	10.0	1.0	0.0
1000000209387	M	40	티 베리에이션	1.0	0.0	0.0	6.0	29.0	10.0	1.0	0.0
1000000773941	F	30	에스프레소 베리에이션	3.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
1000000773941	F	30	음료	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
1000000773941	F	30	티 베리에이션	3.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
1000000590690	F	20	에스프레소 베리에이션	40.0	0.0	5.0	15.0	11.0	7.0	5.0	0.0
1000000590690	F	20	티 베리에이션	3.0	0.0	5.0	15.0	11.0	7.0	5.0	0.0
9990017370240	F	50	에스프레소 베리에이션	80.0	0.0	4.0	0.0	8.0	25.0	40.0	4.0
9990017370240	F	50	음료	1.0	0.0	4.0	0.0	8.0	25.0	40.0	4.0
9990017537599	F	40	에스프레소 베리에이션	5.0	0.0	0.0	13.0	0.0	2.0	2.0	0.0
9990017537599	F	40	음료	9.0	0.0	0.0	13.0	0.0	2.0	2.0	0.0
9990017537599	F	40	티 베리에이션	3.0	0.0	0.0	13.0	0.0	2.0	2.0	0.0
9990020096493	F	40	에스프레소 베리에이션	136.0	0.0	4.0	24.0	80.0	22.0	23.0	1.0
9990020096493	F	40	음료	17.0	0.0	4.0	24.0	80.0	22.0	23.0	1.0
9990020096493	F	40	티 베리에이션	1.0	0.0	4.0	24.0	80.0	22.0	23.0	1.0
9990000930549	M	30	에스프레소 베리에이션	167.0	0.0	19.0	44.0	52.0	71.0	61.0	33.0
9990000930549	M	30	음료	82.0	0.0	19.0	44.0	52.0	71.0	61.0	33.0
9990000930549	M	30	티 베리에이션	31.0	0.0	19.0	44.0	52.0	71.0	61.0	33.0
9990012643747	F	20	에스프레소 베리에이션	33.0	0.0	0.0	6.0	20.0	6.0	3.0	0.0
9990012643747	F	20	음료	1.0	0.0	0.0	6.0	20.0	6.0	3.0	0.0
9990012643747	F	20	티 베리에이션	1.0	0.0	0.0	6.0	20.0	6.0	3.0	0.0
9990017328047	M	20	에스프레소 베리에이션	66.0	1.0	14.0	9.0	8.0	49.0	3.0	0.0
9990017328047	M	20	음료	10.0	1.0	14.0	9.0	8.0	49.0	3.0	0.0
9990017328047	M	20	티 베리에이션	8.0	1.0	14.0	9.0	8.0	49.0	3.0	0.0
1000000820452	F	10	에스프레소 베리에이션	20.0	4.0	19.0	1.0	2.0	6.0	1.0	0.0
1000000820452	F	10	음료	8.0	4.0	19.0	1.0	2.0	6.0	1.0	0.0
1000000820452	F	10	티 베리에이션	5.0	4.0	19.0	1.0	2.0	6.0	1.0	0.0
1000000282210	M	30	에스프레소 베리에이션	46.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
1000000282210	M	30	음료	11.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
1000000282210	M	30	티 베리에이션	9.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
9990006387260	F	40	에스프레소 베리에이션	76.0	0.0	47.0	31.0	18.0	1.0	0.0	0.0
9990006387260	F	40	음료	20.0	0.0	47.0	31.0	18.0	1.0	0.0	0.0
9990006387260	F	40	티 베리에이션	1.0	0.0	47.0	31.0	18.0	1.0	0.0	0.0
1000000071812	F	30	에스프레소 베리에이션	27.0	0.0	0.0	19.0	4.0	6.0	2.0	0.0
1000000071812	F	30	음료	4.0	0.0	0.0	19.0	4.0	6.0	2.0	0.0
1000000736541	M	20	에스프레소 베리에이션	180.0	0.0	0.0	124.0	70.0	39.0	12.0	0.0
1000000736541	M	20	음료	18.0	0.0	0.0	124.0	70.0	39.0	12.0	0.0
1000000736541	M	20	티 베리에이션	47.0	0.0	0.0	124.0	70.0	39.0	12.0	0.0
9990018261250	F	60	에스프레소 베리에이션	176.0	0.0	118.0	72.0	20.0	11.0	0.0	0.0
9990018261250	F	60	음료	8.0	0.0	118.0	72.0	20.0	11.0	0.0	0.0
9990018261250	F	60	티 베리에이션	37.0	0.0	118.0	72.0	20.0	11.0	0.0	0.0
1000001969651	M	20	에스프레소 베리에이션	28.0	0.0	6.0	18.0	5.0	3.0	0.0	0.0
1000001969651	M	20	음료	4.0	0.0	6.0	18.0	5.0	3.0	0.0	0.0
9990007401486	M	30	에스프레소 베리에이션	56.0	0.0	26.0	37.0	15.0	11.0	0.0	0.0
9990007401486	M	30	음료	31.0	0.0	26.0	37.0	15.0	11.0	0.0	0.0
9990007401486	M	30	티 베리에이션	2.0	0.0	26.0	37.0	15.0	11.0	0.0	0.0
1000000014420	M	20	에스프레소 베리에이션	10.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0
9990021322533	F	20	에스프레소 베리에이션	16.0	0.0	3.0	11.0	2.0	6.0	0.0	0.0
9990021322533	F	20	음료	2.0	0.0	3.0	11.0	2.0	6.0	0.0	0.0
9990021322533	F	20	티 베리에이션	4.0	0.0	3.0	11.0	2.0	6.0	0.0	0.0
1000001402367	M	20	에스프레소 베리에이션	49.0	0.0	3.0	11.0	20.0	13.0	3.0	0.0
1000001402367	M	20	티 베리에이션	1.0	0.0	3.0	11.0	20.0	13.0	3.0	0.0
9990001628904	F	40	에스프레소 베리에이션	63.0	0.0	4.0	19.0	69.0	0.0	0.0	0.0
9990001628904	F	40	음료	5.0	0.0	4.0	19.0	69.0	0.0	0.0	0.0
9990001628904	F	40	티 베리에이션	24.0	0.0	4.0	19.0	69.0	0.0	0.0	0.0
9990004522360	F	40	에스프레소 베리에이션	12.0	0.0	2.0	2.0	2.0	5.0	3.0	0.0
9990004522360	F	40	음료	1.0	0.0	2.0	2.0	2.0	5.0	3.0	0.0
9990004522360	F	40	티 베리에이션	1.0	0.0	2.0	2.0	2.0	5.0	3.0	0.0
1000000316113	M	40	에스프레소 베리에이션	36.0	0.0	6.0	13.0	8.0	23.0	1.0	0.0
1000000316113	M	40	음료	5.0	0.0	6.0	13.0	8.0	23.0	1.0	0.0
1000000316113	M	40	티 베리에이션	10.0	0.0	6.0	13.0	8.0	23.0	1.0	0.0
9990028594642	F	40	에스프레소 베리에이션	19.0	0.0	1.0	9.0	19.0	2.0	0.0	0.0
9990028594642	F	40	음료	11.0	0.0	1.0	9.0	19.0	2.0	0.0	0.0
9990028594642	F	40	티 베리에이션	1.0	0.0	1.0	9.0	19.0	2.0	0.0	0.0
1000000058820	M	30	에스프레소 베리에이션	35.0	0.0	4.0	11.0	18.0	5.0	2.0	0.0
1000000058820	M	30	음료	2.0	0.0	4.0	11.0	18.0	5.0	2.0	0.0
1000000058820	M	30	티 베리에이션	3.0	0.0	4.0	11.0	18.0	5.0	2.0	0.0
9990025517917	M	30	에스프레소 베리에이션	47.0	0.0	2.0	25.0	14.0	7.0	0.0	1.0
9990025517917	M	30	음료	1.0	0.0	2.0	25.0	14.0	7.0	0.0	1.0
9990025517917	M	30	티 베리에이션	1.0	0.0	2.0	25.0	14.0	7.0	0.0	1.0
1000000079757	F	40	에스프레소 베리에이션	14.0	0.0	0.0	6.0	17.0	3.0	3.0	0.0
1000000079757	F	40	음료	14.0	0.0	0.0	6.0	17.0	3.0	3.0	0.0
1000000079757	F	40	티 베리에이션	1.0	0.0	0.0	6.0	17.0	3.0	3.0	0.0
1000000835707	M	50	에스프레소 베리에이션	23.0	0.0	4.0	16.0	4.0	10.0	3.0	0.0
1000000835707	M	50	음료	12.0	0.0	4.0	16.0	4.0	10.0	3.0	0.0
1000000835707	M	50	티 베리에이션	2.0	0.0	4.0	16.0	4.0	10.0	3.0	0.0
9990000320530	F	30	에스프레소 베리에이션	6.0	0.0	13.0	20.0	6.0	0.0	0.0	0.0
9990000320530	F	30	음료	24.0	0.0	13.0	20.0	6.0	0.0	0.0	0.0
9990000320530	F	30	티 베리에이션	9.0	0.0	13.0	20.0	6.0	0.0	0.0	0.0
9990006244003	M	30	에스프레소 베리에이션	95.0	0.0	0.0	52.0	38.0	6.0	4.0	0.0
9990006244003	M	30	음료	3.0	0.0	0.0	52.0	38.0	6.0	4.0	0.0
9990006244003	M	30	티 베리에이션	2.0	0.0	0.0	52.0	38.0	6.0	4.0	0.0
9990015886348	M	30	에스프레소 베리에이션	56.0	0.0	28.0	32.0	14.0	0.0	0.0	0.0
9990015886348	M	30	음료	14.0	0.0	28.0	32.0	14.0	0.0	0.0	0.0
9990015886348	M	30	티 베리에이션	4.0	0.0	28.0	32.0	14.0	0.0	0.0	0.0
9990018845050	M	40	에스프레소 베리에이션	55.0	6.0	18.0	18.0	2.0	17.0	2.0	0.0
9990018845050	M	40	음료	7.0	6.0	18.0	18.0	2.0	17.0	2.0	0.0
9990018845050	M	40	티 베리에이션	1.0	6.0	18.0	18.0	2.0	17.0	2.0	0.0
9990022497821	F	20	에스프레소 베리에이션	23.0	0.0	2.0	13.0	9.0	3.0	0.0	0.0
9990022497821	F	20	음료	3.0	0.0	2.0	13.0	9.0	3.0	0.0	0.0
9990022497821	F	20	티 베리에이션	1.0	0.0	2.0	13.0	9.0	3.0	0.0	0.0
9990015829191	F	20	음료	13.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0
9990015829191	F	20	티 베리에이션	2.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0
1000000633290	F	30	에스프레소 베리에이션	132.0	0.0	57.0	70.0	26.0	11.0	0.0	0.0
1000000633290	F	30	음료	13.0	0.0	57.0	70.0	26.0	11.0	0.0	0.0
1000000633290	F	30	티 베리에이션	19.0	0.0	57.0	70.0	26.0	11.0	0.0	0.0
1000000453254	F	50	에스프레소 베리에이션	20.0	0.0	0.0	15.0	7.0	3.0	12.0	0.0
1000000453254	F	50	음료	11.0	0.0	0.0	15.0	7.0	3.0	12.0	0.0
1000000453254	F	50	티 베리에이션	6.0	0.0	0.0	15.0	7.0	3.0	12.0	0.0
9990003824368	M	50	에스프레소 베리에이션	41.0	0.0	3.0	15.0	16.0	11.0	3.0	0.0
9990003824368	M	50	음료	5.0	0.0	3.0	15.0	16.0	11.0	3.0	0.0
9990003824368	M	50	티 베리에이션	2.0	0.0	3.0	15.0	16.0	11.0	3.0	0.0
1000000521814	F	10	에스프레소 베리에이션	5.0	0.0	1.0	3.0	3.0	21.0	0.0	0.0
1000000521814	F	10	음료	22.0	0.0	1.0	3.0	3.0	21.0	0.0	0.0
1000000521814	F	10	티 베리에이션	1.0	0.0	1.0	3.0	3.0	21.0	0.0	0.0
9990001587837	F	40	에스프레소 베리에이션	112.0	1.0	7.0	86.0	40.0	3.0	0.0	0.0
9990001587837	F	40	음료	17.0	1.0	7.0	86.0	40.0	3.0	0.0	0.0
9990001587837	F	40	티 베리에이션	8.0	1.0	7.0	86.0	40.0	3.0	0.0	0.0
9990004490009	F	30	에스프레소 베리에이션	15.0	0.0	1.0	3.0	5.0	5.0	4.0	0.0
9990004490009	F	30	음료	3.0	0.0	1.0	3.0	5.0	5.0	4.0	0.0
1000000150603	F	40	에스프레소 베리에이션	20.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
1000000150603	F	40	음료	5.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
9990003844619	F	30	에스프레소 베리에이션	67.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	10.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	티 베리에이션	16.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990001526960	F	30	에스프레소 베리에이션	35.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	음료	4.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	11.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
1000000030233	F	40	에스프레소 베리에이션	178.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000030233	F	40	티 베리에이션	1.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000005457	F	30	에스프레소 베리에이션	3.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
1000000005457	F	30	음료	2.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
1000000005457	F	30	티 베리에이션	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	86.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	7.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	42.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	11.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	티 베리에이션	48.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
9990025318936	F	50	에스프레소 베리에이션	20.0	0.0	17.0	10.0	3.0	0.0	0.0	0.0
9990025318936	F	50	음료	4.0	0.0	17.0	10.0	3.0	0.0	0.0	0.0
9990025318936	F	50	티 베리에이션	6.0	0.0	17.0	10.0	3.0	0.0	0.0	0.0
1000000518681	M	20	에스프레소 베리에이션	61.0	0.0	1.0	20.0	32.0	14.0	3.0	0.0
1000000518681	M	20	음료	9.0	0.0	1.0	20.0	32.0	14.0	3.0	0.0
9990010669907	M	40	에스프레소 베리에이션	31.0	1.0	20.0	9.0	2.0	2.0	0.0	0.0
9990010669907	M	40	음료	1.0	1.0	20.0	9.0	2.0	2.0	0.0	0.0
9990010669907	M	40	티 베리에이션	2.0	1.0	20.0	9.0	2.0	2.0	0.0	0.0
1000000266497	F	30	에스프레소 베리에이션	122.0	0.0	113.0	19.0	1.0	0.0	0.0	0.0
1000000266497	F	30	음료	1.0	0.0	113.0	19.0	1.0	0.0	0.0	0.0
1000000266497	F	30	티 베리에이션	10.0	0.0	113.0	19.0	1.0	0.0	0.0	0.0
1000000466325	M	30	에스프레소 베리에이션	62.0	0.0	1.0	14.0	32.0	19.0	10.0	0.0
1000000466325	M	30	음료	4.0	0.0	1.0	14.0	32.0	19.0	10.0	0.0
1000000466325	M	30	티 베리에이션	10.0	0.0	1.0	14.0	32.0	19.0	10.0	0.0
9990007191653	F	50	에스프레소 베리에이션	15.0	0.0	1.0	4.0	4.0	5.0	10.0	0.0
9990007191653	F	50	음료	4.0	0.0	1.0	4.0	4.0	5.0	10.0	0.0
9990007191653	F	50	티 베리에이션	5.0	0.0	1.0	4.0	4.0	5.0	10.0	0.0
1000000584244	F	30	에스프레소 베리에이션	4.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0
1000000584244	F	30	음료	16.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0
1000000584244	F	30	티 베리에이션	2.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0
1000000752657	M	30	에스프레소 베리에이션	3.0	0.0	0.0	5.0	2.0	3.0	10.0	5.0
1000000752657	M	30	음료	1.0	0.0	0.0	5.0	2.0	3.0	10.0	5.0
1000000752657	M	30	티 베리에이션	21.0	0.0	0.0	5.0	2.0	3.0	10.0	5.0
1000001410811	F	50	에스프레소 베리에이션	32.0	0.0	5.0	13.0	12.0	2.0	0.0	0.0
1000000376518	F	50	에스프레소 베리에이션	41.0	0.0	6.0	22.0	18.0	4.0	0.0	0.0
1000000376518	F	50	음료	8.0	0.0	6.0	22.0	18.0	4.0	0.0	0.0
1000000376518	F	50	티 베리에이션	1.0	0.0	6.0	22.0	18.0	4.0	0.0	0.0
1000000798285	F	30	에스프레소 베리에이션	20.0	0.0	0.0	25.0	1.0	1.0	0.0	0.0
1000000798285	F	30	음료	2.0	0.0	0.0	25.0	1.0	1.0	0.0	0.0
1000000798285	F	30	티 베리에이션	5.0	0.0	0.0	25.0	1.0	1.0	0.0	0.0
9990004462713	F	30	에스프레소 베리에이션	65.0	0.0	16.0	29.0	24.0	15.0	3.0	0.0
9990004462713	F	30	음료	11.0	0.0	16.0	29.0	24.0	15.0	3.0	0.0
9990004462713	F	30	티 베리에이션	11.0	0.0	16.0	29.0	24.0	15.0	3.0	0.0
9990009330669	M	50	에스프레소 베리에이션	12.0	0.0	3.0	7.0	0.0	8.0	2.0	0.0
9990009330669	M	50	음료	2.0	0.0	3.0	7.0	0.0	8.0	2.0	0.0
9990009330669	M	50	티 베리에이션	6.0	0.0	3.0	7.0	0.0	8.0	2.0	0.0
9990001667046	F	30	에스프레소 베리에이션	161.0	0.0	110.0	78.0	0.0	0.0	10.0	0.0
9990001667046	F	30	음료	33.0	0.0	110.0	78.0	0.0	0.0	10.0	0.0
9990001667046	F	30	티 베리에이션	4.0	0.0	110.0	78.0	0.0	0.0	10.0	0.0
9990000000870	M	50	에스프레소 베리에이션	62.0	0.0	11.0	15.0	23.0	14.0	3.0	0.0
9990000000870	M	50	음료	4.0	0.0	11.0	15.0	23.0	14.0	3.0	0.0
1000002173165	M	20	에스프레소 베리에이션	13.0	0.0	0.0	2.0	2.0	1.0	3.0	28.0
1000002173165	M	20	음료	22.0	0.0	0.0	2.0	2.0	1.0	3.0	28.0
1000002173165	M	20	티 베리에이션	1.0	0.0	0.0	2.0	2.0	1.0	3.0	28.0
9990013738397	F	20	에스프레소 베리에이션	68.0	0.0	37.0	30.0	11.0	20.0	4.0	0.0
9990013738397	F	20	음료	22.0	0.0	37.0	30.0	11.0	20.0	4.0	0.0
9990013738397	F	20	티 베리에이션	12.0	0.0	37.0	30.0	11.0	20.0	4.0	0.0
9990010680570	F	50	에스프레소 베리에이션	28.0	0.0	2.0	3.0	4.0	27.0	8.0	0.0
9990010680570	F	50	음료	3.0	0.0	2.0	3.0	4.0	27.0	8.0	0.0
9990010680570	F	50	티 베리에이션	13.0	0.0	2.0	3.0	4.0	27.0	8.0	0.0
9990002669811	F	30	에스프레소 베리에이션	76.0	0.0	0.0	3.0	9.0	33.0	33.0	0.0
9990002669811	F	30	티 베리에이션	2.0	0.0	0.0	3.0	9.0	33.0	33.0	0.0
1000001210320	M	50	에스프레소 베리에이션	112.0	0.0	18.0	144.0	30.0	2.0	0.0	0.0
1000001210320	M	50	음료	5.0	0.0	18.0	144.0	30.0	2.0	0.0	0.0
1000001210320	M	50	티 베리에이션	77.0	0.0	18.0	144.0	30.0	2.0	0.0	0.0
9990000137354	F	30	에스프레소 베리에이션	76.0	0.0	2.0	54.0	25.0	6.0	0.0	0.0
9990000137354	F	30	음료	7.0	0.0	2.0	54.0	25.0	6.0	0.0	0.0
9990000137354	F	30	티 베리에이션	4.0	0.0	2.0	54.0	25.0	6.0	0.0	0.0
1000001506112	M	40	에스프레소 베리에이션	32.0	0.0	0.0	11.0	22.0	5.0	0.0	0.0
1000001506112	M	40	음료	4.0	0.0	0.0	11.0	22.0	5.0	0.0	0.0
1000001506112	M	40	티 베리에이션	2.0	0.0	0.0	11.0	22.0	5.0	0.0	0.0
9990019083899	F	20	에스프레소 베리에이션	33.0	0.0	0.0	19.0	17.0	4.0	2.0	0.0
9990019083899	F	20	음료	9.0	0.0	0.0	19.0	17.0	4.0	2.0	0.0
1000000184382	M	60	에스프레소 베리에이션	145.0	5.0	43.0	51.0	47.0	3.0	5.0	0.0
1000000184382	M	60	음료	9.0	5.0	43.0	51.0	47.0	3.0	5.0	0.0
1000000136261	F	10	에스프레소 베리에이션	12.0	0.0	0.0	6.0	18.0	9.0	2.0	7.0
1000000136261	F	10	음료	28.0	0.0	0.0	6.0	18.0	9.0	2.0	7.0
1000000136261	F	10	티 베리에이션	2.0	0.0	0.0	6.0	18.0	9.0	2.0	7.0
9990002818895	M	30	에스프레소 베리에이션	122.0	0.0	14.0	26.0	81.0	15.0	0.0	0.0
